text,selected_text,sentiment
gloomi hell outsid today,hell ou,negative
l need aussi,l need aussi,neutral
south philli passyunk squar area closer two street,south philli passyunk squar area closer two street,neutral
best mate found move understand wan na someth life leav go uni,understand,negative
paint like u ur hair,paint like u ur hair,neutral
miss use,miss,negative
lost count sorri let u,sorri,negative
buy taco haha want stand line,buy taco haha want stand line,neutral
guess hear grumbl kindl came cover purs eink screen shortcut broken screen,guess hear grumbl kindl came cover purs eink screen shortcut broken screen,neutral
dam vote gon na win anyth,gon na win,negative
back buisi,back buisi,neutral
okay need find anoth way lolz,okay need find anoth way lolz,neutral
morn hope love holiday monday whatev goin,love,positive
hehe sure thing,hehe sure thing,neutral
kiss screw raggi old cat woman ha pretti sure,screw,negative
bad day,bad day,negative
camera doucheee stop work,stop,negative
ugh feel like gon na call class today hope doesnt affect grade,ugh feel like gon na call class today hope doesnt affect grade,neutral
cute,cute,positive
rob got lucki game beat,lucki,positive
fun amorsot even tho u forgot bday,fun,positive
sigh joe sing purdi make feel better,make feel better,positive
hongkong intern airport wait hour next flight cebu,hongkong intern airport wait hour next flight cebu,neutral
make graduat,make graduat,negative
fml cant loos anoth friend,loos,negative
meee tooooooo bad bore eat lol,meee tooooooo bad bore,negative
think much want factor realli want fit go happen,go happen,negative
sup guy download tweetdeck gettin move right tweet nice cloth sit summat x,sup guy download tweetdeck gettin move right tweet nice cloth sit summat x,positive
field day lot great action foto ate lunch need showr tidi hse get readi stamp club btw mexican skin got tan day,field day lot great action foto ate lunch need showr tidi hse get readi stamp club btw mexican skin got tan day,neutral
up like cabl compani show til last possibl moment like take nap school get,up like cabl compani show til last possibl moment like take nap school get,neutral
much disappoint angel demon movi shame great book,much disappoint angel demon movi shame great book,neutral
rough start day take one spread bad vibe hope great weekend outti,rough start day take one spread bad vibe hope great weekend outti,neutral
chocol milk much better straw lack said straw,chocol milk much better straw,positive
ocean sound cd,ocean sound cd,neutral
sushi w well cook veggi preggo onto trolley car birthday parti mckinney ave actial feel awak,well cook,positive
theme tune robin batman,theme tune robin batman,neutral
yep noth better,yep noth better,negative
work hour noth hardcor sit starbuck wait start work,work hour noth hardcor sit starbuck wait start work,neutral
longest flight ever particularli unpleas uncomfort realli realli long,longest flight ever particularli unpleas uncomfort realli realli long,neutral
ye oh gone bed minor soap marathon photo edit night ohhh inn lake nice food,e nice food,positive
wish still cornwal miss aunti dog,miss aunti dog,negative
friend massiv beatl fan impress,impress,negative
money honey hehe soon sorri,money honey hehe soon sorri,neutral
hey tweeterz go itun buy _cabrera new hit singl tell like,hey tweeterz go itun buy _cabrera new hit singl tell like,neutral
miss wacom especi mous laptop touch pad horribl,miss wacom especi mous laptop touch pad horribl,negative
honestli home alon,honestli,positive
pe pocket artoo,pe pocket artoo,neutral
wattup bro how go see ya twitter kick butt jv,wattup bro how go see ya twitter kick butt jv,neutral
make challeng,make challeng,neutral
glad class friday need break algebra test wednesday,glad class friday need break algebra test wednesday,neutral
love ipod shuffl good song togeth,love,positive
sit car ipod die im gon na anyth,sit car ipod die im gon na anyth,neutral
star trek awesom kirk hot spock cool fun cool sexi definit worth see saw cinerama,star trek awesom,positive
oh ye metro dont think drink think mite work nextday,oh ye metro dont think drink think mite work nextday,neutral
goal gila last game milan dillemat,dillemat,negative
woken feel littl special dont thing drink bar dri card final sober home time think,special,positive
mine pool someon els pocket,mine pool someon els pocket,neutral
anyon drive newish diesel car advic pro con interest old diesel car need recent model experi eg suv,interest,negative
got dib sulu,got dib sulu,neutral
work extra hour,work extra hour,neutral
heart,heart,neutral
suck horribl world even balanc,suck horribl,negative
hous hunt next year fun,fun,negative
hawk lost good time,good,positive
worst stuffi nose ever lauren spend night took much sudaf,worst stuffi nose ever,negative
twitteeeerrr babiieshow ive miss hate whole phone thng,hate,negative
sulumit retsambew think billion billion pretti soon add real money,sulumit retsambew think billion billion pretti soon add real money,neutral
heheh tryna find anoth condom better get u box cuz ima take u thru em,heheh tryna find anoth condom better get u box cuz ima take u thru em,neutral
say morn plurk woke haha,say morn plurk woke haha,neutral
comfort announc,comfort,negative
sure consid offer right price,sure consid,positive
gleneagl champagn recept beat alon tea rubbish ive housework,beat alon tea rubbish ive housework,negative
upload video geje di youtub,upload video geje di youtub,neutral
need get togeth ricki get home go pleas break bathroom,go pleas,negative
twist cld u follow ill love u forev,l love,positive
appreci effort skin much softer screen,appreci,positive
grown,grown,neutral
carri childhood never becom old sutzkev,carri childhood never becom old sutzkev,neutral
believ anyth wors lose best friend,believ anyth wors lose best friend,negative
took properti,took properti,negative
traffic horrif ju wan na gt dog,horrif,negative
know hahah xd cha doin,know hahah xd cha doin,neutral
funni mention full unopen jar nesscafï ½ cupboard milk,funni mention,negative
awesom weekend go move sat lot fun though,awesom,positive
go tweet right probabl miss good one last hour,probabl miss good one last hour,neutral
play zeke leav today,play zeke leav today,neutral
hey name caleb newest follow,hey name caleb newest follow,neutral
want see tonight know gon na happen,want see tonight know gon na happen,neutral
pray sorri hear bro man,sorri,negative
mayb get call,mayb get call,neutral
ugh final exam today readi summer start,ugh final exam today readi summer start,neutral
_d_ happi birthday,_d_ happi birthday,positive
ian wait import pic,ian wait import pic,neutral
friend travel tale held farewel parti kinda disappoint would still sep fault,disappoint,negative
chicken,chicken,neutral
work room middl offic thu window call programm cave imagin sky,work room middl offic thu window call programm cave imagin sky,neutral
need buy bluetooth devic machin,need buy bluetooth devic machin,neutral
realli disappoint make bloomington launch parti tonight around check,disappoint,negative
pearlyn place gran bday mother day dinner tonight mom went adult svc today l happi mother day mom,happi,positive
left school new dress broke strap rip,broke,negative
figur empir puzzl stuck,figur empir puzzl stuck,negative
watch evan longoria,watch evan longoria,neutral
hottest stressiest day work f area manag happi go home,hottest stressiest day work f area manag happi go home,neutral
also paracetamol hard swallow even long one snap half ow,paracetamol hard swallow ev,negative
hey gloriou morn monday anim mode,gloriou,positive
_bop marisa mauro go use banana srsli peopl arsehol,arsehol,negative
agre,agre,neutral
columbu blue jack may movi anew citi play that sad news,sad news,negative
miss everyon need face witti situat updat,miss everyon need face witti situat updat,positive
_realiti morn trish fun today,fun today,positive
share anoth id draft,share anoth id draft,neutral
stupid didnt get cant find think ebay scare,stupid,negative
gon na new transform come colombia,gon na new transform come colombia,neutral
kimbeommi updat,kimbeommi updat,neutral
cool never heard ny,cool never heard ny,neutral
ever pointless argument drunk mum drunk nan drunk mum bf dinner fun time round hahah,ever pointless argument drunk mum drunk nan drunk mum bf dinner fun time round hahah,positive
tire goodnight everyon,tire goodnight everyon,neutral
your kawawa make kawawa cuz hate see kawawa ohhhhh,hate,negative
wait foreign start,wait foreign start,neutral
_ seen yet come dvd hehe haha,haha,positive
sun goe,sun goe,neutral
yay friend glen like,yay,positive
present finish bust ankl stupido model broke catwalk twice fell hole beauti bottl green mari jane,present finish bust ankl stupido model broke catwalk twice fell hole beauti bottl green mari jane,neutral
love twitski,love twitski,positive
go tri get sleeeeeeep goonight twitter nice mother day,nice mother day,positive
excit r r mother day,excit,positive
come sept start school,come sept start school,neutral
zombi wrangler sound like fun halo war,fun,positive
bore riah fell asleep noth mayb go bed good night,bore riah fell asleep noth mayb go bed good night,neutral
ware se fast enough x x ssd raid mhz iop hpt might tri adaptec ghz,fast enough,negative
answer realli cool question,realli cool question,positive
feel well today ugh cant go home,feel well today ugh cant go home,negative
like new trend next,like new trend,positive
take mum lunch mother day,take mum lunch mother day,neutral
first po,first po,neutral
happi mother day mom finish lunch rel wuv mommi granni hahaha,happi mother day,positive
still class ouch,ouch,negative
true discret nice also help far turn,nice,positive
drop mum station miss u mum,l miss,negative
get sleep stuff famili ton homework tomorrow night,get sleep stuff famili ton homework tomorrow night,neutral
unni today take long decid haha wna get tan,unni today take long decid haha wna get tan,neutral
ye quit unsur aswel haha,unsur,negative
music work today pain,pain,negative
thank share,thank,positive
haha nice wheel victoria peddl thank boy get free ride,nice,positive
problem adult shirt annoy sinc lot adult player shirt come kid size,annoy,negative
yay get errand done oh assort control thing top w race haha,top w race haha,negative
son first tooth came left school,son first tooth came left school,neutral
_the_moon mean jim bob obvious fruitbat think jim bob play brixton weekend cldnt go,_the_moon mean jim bob obvious fruitbat think jim bob play brixton weekend cldnt go,neutral
vedanta class say chit happen chit mind vibrat thought,vedanta class say chit happen chit mind vibrat thought,neutral
bought bouquet flower put em togeth arrang pretti momma morn proud,bought bouquet flower put em togeth arrang pretti momma morn proud,positive
sleepi time happi mother day u momz,happi,positive
start fisnihs gossip girl yesert day,start fisnihs gossip girl yesert day,neutral
oh hope get soon make feel better hug coast,hope get soon make feel bett,positive
leisur bay beach see pic upload last time grrr,leisur bay beach see pic upload last time grrr,neutral
thank happi mother day,happi,positive
time work,time work,neutral
hey jk wish evenlyn happi mother day tomora great day gift ticket see ya ere oz,happi,positive
got nasti argument someon normal like much forgiv well either,got nasti argument someon normal like much forgiv well either,neutral
tell us,tell us,neutral
go sleep goodnight xoxo,goodnight,positive
go brother wed princeton nj next sat buy navi blue sport coat gray pant total goodwil,go brother wed princeton nj next sat buy navi blue sport coat gray pant total goodwil,neutral
ahhhhh needa hurri shower huge storm hit,huge storm hit,negative
miser hot c hous broken,miser hot,negative
_burnett firmli embed hampstead constitu,embed hampstead constitu,neutral
awww post pic bet look dead nice,nice,positive
got back school shemm summer class offici end,got back school shemm summer class offici end,neutral
friend went new york without got pictur smith,friend went new york without got pictur smith,neutral
ta much happi b day g son,ta much happi b day g son,positive
hot station pack train pack window open train roast sardin,hot,negative
haha say great teacher learn best hannah montana,great teacher,positive
kill everyon noth ss,kill,negative
good see hear well andi,good see,positive
want feel better,better,positive
eat organ jelli bean,eat organ jelli bean,neutral
u drink mor th g freak put togetha,u drink mor th g freak put togetha,neutral
schmoo move sad,schmoo move sad,neutral
use remot tv,use remot tv,neutral
school final test work ye im gunna miss alot ppl,school final test work ye im gunna miss alot ppl,negative
whaa realli definit option though like also crazi,gh like also craz,positive
film tv job especi wmid afford move away yet sorri miss,sorri miss,negative
_elj appreci uni email help,uni email help,positive
think fridg may die pleas week pleeeeeasssee,think fridg may die pleas week pleeeeeasssee,neutral
yeah quit kid school got swine flu close school kid,yeah quit kid school got swine flu,neutral
twice week qanta club loung comput broken flyertalk,twice week qanta club loung comput broken flyertalk,neutral
almost past time go bed,almost past time go bed,neutral
choke retain,choke retain,negative
auto resolv geek tech answer question,auto resolv geek tech answer question,neutral
oh see grandpar iloco well move nueva ecija,oh see grandpar iloco well move nueva ecija,neutral
cd hmv overpr ï ½ hate money,hate money,negative
feel sick solo tonight vocal jazz concert great,feel sick solo tonight vocal jazz concert great,neutral
sing store work,sing store work,neutral
got beath suit order victoia secret exchang bottom wait anoth week,got beath suit order victoia secret exchang bottom wait anoth week,neutral
download movi ben alien forc cool movi,cool movi,positive
yeah son two go kid friendli place congrat babi,congrat babi,positive
graveyard charg card twice one correct total one random amt last night atltweet tweetup check account,graveyard charg card twice one correct total one random amt last night atltweet tweetup check account,neutral
drinkin chai tea sleep checkin cool peep,drinkin chai tea sleep checkin cool peep,neutral
actual meant type end septemb middl convers someon cant multitask,actual meant type end septemb middl convers someon cant multitask,neutral
great talk toni afternoon go give anoth go,great,positive
happi mother day mom awesom mom help savechuck,happi mother day mom awesom mom help savechuck,positive
ghhh went hour earlier bed think ill get area hr sleep woke hr earlier today gon na looooong one,today gon na looooong one,negative
ooooh headach got go work,headach,positive
fun though,fun,positive
hate go miss tweet weekend,hate,negative
hahahaha awww uduhn lun mor,hahahaha awww uduhn lun mor,neutral
thank dude low level busi man hard get normal credit card also place list bank,thank dude low level busi man hard get normal credit card also place list bank,neutral
noooo thehannabeth crush,crush,positive
think meant pic know one might seen realli hot get,think meant pic know one might seen realli hot get,neutral
hi friend ummm thank follow enjoy ride make mani trip u u got ta go get,thank follow enjoy ride,positive
two half hour complet chillax half,two half hour complet chillax half,neutral
dog suffer abandon issu think move without,suffer,negative
someon save boredom,boredom,negative
new teca driver licens design ugli,ugli,negative
happi mother day mum,happi mother day mum,positive
definit go sold f heavi think get away twed,definit go sold f heavi think get away tweddin,neutral
woke hour sleep feel better,feel better,positive
back long island today spend weekend manchest vt hope great week ahead,hope great week ahead,positive
grass mow haz playtim say errand run,grass mow haz playtim say errand run,neutral
feel left alon az lol,feel left alon az,neutral
ami u alreadi check antic parella marcia news entertain twitter,ami u alreadi check antic parella marcia news entertain twitt,neutral
one day babi,one day babi,neutral
took best friend year well know kati outzen quiz fail happen sad,sad,negative
engag may st best guy could happier love jay,best guy could happier love jay,positive
finish clean bathroom smell like clorox,smell like clorox,negative
hug abl shag crush anymor x,hug,positive
mqm opt strike may th altaf bhai unveil realli happen karachi,opt strike may th altaf bhai unveil realli happen karachi,neutral
yea call shallow save say make good music,good,positive
noth,noth,neutral
dayuuum clock better,dayuuum clock better,neutral
anytim lol read stuff,anytim lol read stuff,neutral
watch gross point blank,watch gross point blank,neutral
work full weekend vengaboy zane low wolf gladiat memori,work full weekend vengaboy zane low wolf gladiat memori,neutral
thank,thank,positive
play puppi,play puppi,positive
tire,tire,negative
goooood morn melodi wish wonder mother day famili,wish wonder mother day,positive
grove watch star trek grab food,grove watch star trek grab food,neutral
ever sleep,ever sleep,neutral
know excit,excit,positive
love new avatar,love new avatar,positive
oh god intern clock realli nooooo,oh god intern clock realli nooooo,negative
well done guy gon na miss tweet,well done guy gon na miss tweet,neutral
lost internet raid os,lost,negative
still anoth hour,still anoth hour,neutral
right,right,neutral
wooooo tour start yay day awesom time love video xd,awesom time,positive
sigh miss day,miss,negative
longest lie thank good neck still pain today go head,longest lie thank good neck still pain today go head,neutral
watch camp rock eat raspberri rippl icecream awesom,awesom,positive
shower time,shower time,neutral
got ta get readi leav alec go hunt outsid volterra fun talk everyon later,fun,positive
sore ultim tri figur pay school next semest,sore ultim,negative
go visit sister today grumpi chill home famili visit tomorrow,go visit sister today grumpi chill home famili visit tomorrow,neutral
assum nobodi use portableapp anymor except case forget said earlier,assum nobodi use portableapp anymor except case forget said earlier,neutral
hey wanda great tweet u mani thx info dobro fantast sound son hous fav mine,fantast sound,positive
die kp gon na upgrad spell first head back eq,die,negative
drive fast much fun went hahaha goodnight,fun,positive
time diff wrap day day stuff havent tweet talk soon must sleep hr,time diff wrap day day stuff havent tweet talk soon must sleep hr,neutral
take caltrain go see giant cold someon smell like pee,cold someon smell like pee,negative
_music im alway blunt feel never seem good,never seem good,negative
happi mother day mom,happi mother day mom,positive
damm get pic niamh glass,damm get pic niamh glass,neutral
tri hard worri peac despit circumst wonder christian one make hard,hard,negative
yeah meant,yeah meant,neutral
good hear hope everyth fine keep famili prayer love isabela urib,good hear hope everyth fine,neutral
ipod freez need,ipod freez wh,negative
hi love im ok tri get thru final go death,hi love im ok tri get thru final go death,neutral
yeah kno tryna chang bac lettin meeee,yeah kno tryna chang bac lettin meeee,neutral
rode jeep home mentor heard stori fineart pretti cool,cool,positive
ahhh lincoln run see hour,ahhh lincoln run see hour,neutral
math quiz meow allergi meow allergi,math quiz meow allergi meow allergi,neutral
shut comput get readi go home work bummer,shut,negative
fought jere death avoid wet willi got anyway q come bike ride,fought jere death avoid wet willi,negative
wan na buy million copi aint rich buy copi urself hahah,ut aint rich buy copi urself,negative
shoe taken slipper put feet,shoe taken slipper put feet,neutral
nice weather today alex,nice weather today alex,positive
congratul test,congratul,positive
ad comment friend want sum,ad comment friend want sum,neutral
enjoy steak quesadilla kinda mad caus gon na miss laker game,enjoy steak quesadilla kinda mad caus gon na miss laker game,neutral
briliant may fourth starwarsday starwar,briliant may fourth,positive
get bit tick time eat ton garlic summer keep mosquito away boo,get bit tick,negative
cant stand summer fever weather get realli humid lol,cant stand summer fever,negative
need word part freedom anoth assign exam,need word part freedom anoth assign exam,neutral
thank new follow well went tonight follow tomorrow much love,much love,positive
sweet booth newport peopl outsid,sweet booth newport peopl outsid,neutral
work complet happi,complet happi,positive
sad true shouldnt right,sad true,negative
word,word,neutral
u tell ppl u vancouv,u tell ppl u vancouv,neutral
dude fail know exactli place,fail,negative
sn yeah sad day,sad day,negative
lay bed text good night ya,good,positive
aint got money buy cred call u london,aint got money buy cred call u london,neutral
safesex topic,safesex topic,neutral
hope wish come true someday,hope wish come true someday,positive
bbc malaria parasit becom resist drug realli good malaria affect mani peopl,realli good malaria affect mani peopl,negative
beach yummi steak catch lost man love day,love,positive
thank love let know readi babi hav gorgeou want someth put x,gorgeou,positive
wonder piec cake lunch els could want,wonder piec cake lunch,positive
booooor learn though,booooor,negative
mani mani thank school weeeee,thank,positive
month end still stuck offic wait straggler get togeth,stuck,negative
ouch even look one know exist enough,ouch,negative
uh oh hope noth damag,hope,positive
oh dear take back request get drunk fizz def regret next day sure fire hangov,regret,negative
ugh blister big toe leg shoulder raw life suck right,life suck right,negative
like tripl got lot well well done,well done,positive
oooo look got pic much swim today,oooo look got pic much swim today,neutral
great hous sell come complet ride mower,great,positive
pc agre problem must stop spend work,problem,negative
know good littl life love,good,positive
husband went fish come knit keep home need ladi hobbi let get cook,husband went fish come knit keep home need ladi hobbi let get cook,neutral
make milo,make milo,neutral
sew thing nice feel crafti product foxi,feel crafti product,positive
oooooooh kno eeeeeeekkkkkkk rock,rock,positive
like friend kinda sad,friend,negative
oh jordan iï ½m readi next contest babi canï ½t wait kiss brazil love,love,positive
congrat graduat colleg,congrat,positive
twitter,twitter,neutral
freak bit cross finger thing work ok,freak bit cross finger thing work ok,neutral
big hug,big hug,positive
watch show miss ellipit love demand,watch show miss ellipit love demand,positive
everyon eastcoast rain hate us let fli cali lol,rain hate us,negative
congratul daddi,congratul daddi,positive
even bother anymor everyon makin feel like im wast space,wast,negative
happi mother day mom hope good day,happi mother day mom hope good day,positive
hous home alon play guitar guitar hero loud,hous home alon play guitar guitar hero loud,neutral
enjoy explor n phone grr awesom want samsung omnia,awesom,positive
today work quirki q cue mayb becom concerto,today work quirki q cue mayb becom concerto,neutral
lmao joey mine cant wait meet juli,cant wait meet,positive
congrat proud girl,congrat,positive
save buy couch go toward pay visit er uti,save,positive
farmer sunburn ahhhh,sunburn,negative
dont think twitpic work,dont think twitpic work,negative
mmmm speak languag unfortun milit diet mode serious think competiton tb guess,unfortun,negative
haha overheard us yrold mom mom think learn read today,haha overheard us yrold mom mom think learn read today,neutral
eom still work,eom still work,neutral
coralin scari yesterday puke luckili ahaa week day till babi,coralin scari yesterday puke luckili ahaa week day till babi,neutral
liam peed potti,liam peed potti,negative
world im chillin bout go get money economi money easi money anymor,world im chillin bout go get money economi money easi money anymor,neutral
hang ambyr,hang ambyr,neutral
friday keep remind sinc everi day seem,friday keep remind sinc everi day seem,neutral
alright miss one crazi parti last night,miss one crazi parti,negative
peopl stop follow someth said,peopl stop follow someth said,neutral
mornin,mornin,neutral
im complain,im complain,neutral
nope differ omr c class anyon notic flight number wy flight lhr wy,nope differ omr c class anyon notic flight number wy flight lhr wy,neutral
make bring u sum,make bring u sum,neutral
live live leak live live properli may role outta bed download,live live leak live live properli may role outta bed download,neutral
happi mother day sent msg mom got phone call wish one day live citi take care,take care,positive
saw yesterday pretti good,good,positive
_z cant even think anyth smell like alochol lol,cant even think anyth smell like alochol lol,neutral
hah great thank wait crazi take,great,positive
traffic still see sun,traffic still see sun,neutral
princecharm,princecharm,neutral
homework borri,homework borri,negative
didnt get tweet,didnt get tweet,neutral
kick though feel littl sick altern talk friend game watch playoff write applic,sick,negative
environment project,environment project,neutral
pictur burn taylor swift great song,great song,positive
bore miss everybodi alreadi,miss,negative
know go check eztv offic torrent,know go check eztv offic torrent,neutral
go miss see everyon time,miss,negative
hahahahhahaha true could realli stretch stuff shame rem dog got mad tri put avi face,shame,negative
someon help makeup got go look fine anoth shot,someon help makeup got go look fine anoth shot,neutral
cool im glad everyon nice date night mayb one day ill get one,cool im glad everyon nice date night mayb one day ill get one,positive
hmv open half better go get readi,hmv open half better go get readi,neutral
ugh ti warm outsid unfair want go read pack,unfair,negative
rather beatweetup instead take cue shut reprez zent,rather beatweetup instead take cue shut reprez zen,neutral
play tonight cassandra wilcox patrick bell ben bloss bucket nail door pm,play tonight cassandra wilcox patrick bell ben bloss bucket nail door pm,neutral
day noth,day noth,neutral
awh that good get better soon,that good,negative
thank cute havent home mani year havent seen person,cute,positive
nooooooo receipt break heart,break heart,negative
relief feel better know hereditari fun,e fun,positive
justin warm make worri high fever go sleep,make worri,negative
poolsid bowl toniht mayb back work tomorrow,poolsid bowl toniht mayb back work tomorrow,neutral
gooooooood morn camper happi mother day,happi,positive
good havn heard lovelovelov old stuff though overtur underscor best album think,lovelovelov,positive
ala best offer small poni row boat,ala,negative
suck stuck offic selfridg look forward,suck,negative
happi mother day everyon,happi mo,positive
even though saturday morn feel like weekend alreadi btw awak bad dream,feel like weekend alreadi btw awak bad dream,negative
omg one yesssss love danni song,yesssss love,positive
omg excti,excti,positive
hope nice sleep,nice,positive
great thank hun thr famili thing wknd week today hit usa cant wait,great,positive
oh crazi kid stress tri ef ef follow accept work wonder rest world,oh crazi kid stress tri ef ef follow accept work wonder rest world,neutral
good luck tonight big final show,good,positive
love cairn clan,love,positive
medit plan weekend got ta work saturday,medit plan weekend got ta work saturday,neutral
good director said could go home said back work boo good last,good director said could go home said back work boo good last,neutral
go fold laundri hit sack bore saturday even,bore saturday even,negative
research guilt spent day feel sorri cold need spend signific time code weekend,research guilt spent day feel sorri cold,negative
dread weekli groceri shop,dread,negative
spoke soon still nice even lot broken cloud come south,spoke soon still nice even lot broken cloud come south,neutral
thank share sunda realli late _crane say tell peopl,thank,positive
pug woke incred sleep,pug woke incred sleep,negative
thank wish luck coupl week ago get higher choir make,thank wish luck coupl week ago get higher choir make,neutral
beauti outsid wish new york citi area pretti cool hip trendi,beauti outsid,positive
hope go far sometim feel like renounc root,hope go far sometim feel like renounc root,positive
polaroid film today hope green tea yum got appear job interview much cleavag,polaroid film today hope green tea yum got appear job interview much cleavag,neutral
watch littl bear,watch littl bear,neutral
right caffein level top hour revis f time mon jenson,right caffein level top hour revis f time mon jenson,neutral
neat mother day noth flash chillin time girl,neat,positive
take moment reflect want annonym back fb safe say anyth someon els anoth friend,safe,positive
hmm miracl use twitter fun tweet,fun,positive
shelaaaaaaaa,shelaaaaaaaa,neutral
though admit seem less less tempt time complet packag,though admit seem less less tempt time complet packag,neutral
_say ha ha funni,ha ha funni,positive
sure good bad news list staff,good bad news,neutral
drain energi,drain,negative
lovesick give call go bowl complain love,complain ab,negative
yeah trueee wait till tour dvd come tour epic backstag materi hilari,hilari,positive
tri straighten hair ef hot also need food,ef hot,negative
_ricardo road movi indi rule haha,_ricardo road movi indi rule haha,neutral
offens taken one mani controversi view guess,offens taken one mani controversi view guess,neutral
mani ppl mile ashi elbow,mani ppl mile ashi elbow,neutral
love daddi want go hous today,love daddi bu,positive
great weekend glad sunni today,great,positive
know love stat k,love,positive
realli realli hate biolog u______________________u,hate biolog,negative
alway told kid see hear everyth mind manor guess prove,alway told kid see hear everyth mind manor guess prove,neutral
hey suck anybodi im bore common answear,suck,negative
tire think becom old go,tire,negative
love load hun hot weather gut aint chillax got tomoz xxxx,hot weather gut aint chillax got tomoz,neutral
way ft knox,way ft knox,neutral
burden abit fail lunch dan,burden,negative
know say hell,hell,negative
new dress look sort horribl,horribl,negative
anoth note geodefens easi onward medium map whole world pain await explor,pain,negative
see lot fb friend friend becom fan zoozoo voda new face pug even ilik,see lot fb friend friend becom fan zoozoo voda new face pug even ilik,neutral
hope mom like pamper gift sent,hope,positive
new twitter cool convers neighbor thunderstorm,new twitter cool convers neighbor thunderstorm,neutral
pretti janett exact hey monday band arm,pretti,positive
decid myspace wayi better,wayi better,positive
read pretti awesom web comic today noth realli good woot today,read pretti awesom web comic today noth realli good woot today,neutral
yvr fog delay sfo leav yet,yvr fog delay sfo leav yet,neutral
ugh report monday,ugh,negative
realli hurt realli suck know fix serious,realli hurt realli suck,negative
okay what twitter laptop complet broke comput act dont reckon,complet broke,negative
_lauri sorri hear horribl weekend get better keep smile,sorri hear horribl weekend get better keep smile,neutral
awww sad download copi,awww sad,positive
_dream miley gon na quit hannah montana wan na believ,wan na believ,negative
one thing hate friend dat move skl forget yuu,one thing hate friend,negative
yet hope check week,yet hope check week,neutral
bodi isnt itch anymor,bodi isnt itch anymor,positive
good girl school today yayi,today,positive
final found perfect matt lcd cleaner nix screen cleaner ftw,found perfect matt lcd cleaner,positive
sweet make sure put bag,sweet,positive
oh joy elmo potti video,oh joy elmo potti video,positive
newest version better,newest version better,negative
beat heat cool guava juic handi water,beat heat cool guava juic handi water,neutral
chocol thing,chocol thing,neutral
hsbc save api drop sort feel like pull money keep underneath mattress,hsbc save api drop sort feel like pull money keep underneath mattress,neutral
know nd torrent file guess u gh mettallica christin brought today ps,know nd torrent file guess u gh mettallica christin brought today ps,neutral
window,window,neutral
hey hey els twitter,hey hey els twitter,neutral
_navarro wish area offer chines food deliveri,wish,positive
got bit car accid poor patrick,got bit car accid poor patrick,negative
ye said,ye said,neutral
big news know share,big news know share,neutral
went realli long cycl ride mum brother bff han today bum ach,ach,negative
peep got onto game site never see,never see,negative
oh need updat sudden ok get dress anyway,oh need updat sudden ok get dress anyway,neutral
wednesday green day perform new singl know enemi tvtotal,wednesday green day perform new singl know enemi tvtotal,neutral
star need,star need,neutral
borgellaj know cat,know cat,neutral
next blumenth,next blumenth,neutral
oh suck tell dh act like grown mayb stress,suck,negative
day till birthday hope weather good best good thursday friday otherwis il scream happi b day keiron,hope weather good best good thursday friday,positive
start fear weekend sinc join german class,fear,negative
_ nice attempt hide camera,nice,positive
hehe nice tri,nice,positive
way mani peopl inde recogn chines guy lol,lol,positive
hahaha ye dey dooo boston legal tha fat old man funni tha one nake ina pink gown lol,hahaha ye dey dooo boston legal tha fat old man funni tha one nake ina pink gown lol,neutral
took endors spot twindexx com thank endors,thank endors,positive
doubt tho twit pic sumthin,doubt tho twit pic sumthin,neutral
play uno,play uno,neutral
yay wait read,yay,positive
burn time wacha,burn,negative
god sake even birthday yet need cool job like,god sake even birthday yet need cool job like,neutral
court,court,neutral
thank sooooo much snoopi shirt love bit perfect fit got morn peac,love,positive
go hairdress instead run due rain,go hairdress instead run due rain,neutral
photo thelovelybon spi jona brother demi lovato omg ahhh yea movi premir,photo thelovelybon spi jona brother demi lovato omg ahhh yea movi premir,neutral
love thank much say hi jenn laura yesterday arcadia friend shannon surpris w vid,love,positive
see peopl like deadpool caus true comic guess like ryan reynold,see peopl like deadpool caus true comic guess like ryan reynold,neutral
actual get rid bacteria thaw nice,actual get rid bacteria thaw nice,neutral
seriou steve send pictur call know love good yard sale,seriou steve send pictur call know love good yard sale,neutral
yay friday hold work tomorrow,yay,positive
back sj star trek tonight pm cinelux almaden,back sj star trek tonight pm cinelux almaden,neutral
life suck ur fun,suck,negative
omg ye get readi work earli tonight payrol distribut duti,omg ye,positive
hello bank holiday monday hello revis ï ½ï ½,hello bank holiday monday hello revis,neutral
_da_realest hehe hell finna qet drankin damnit,damnit,negative
go back hous pick dvd bapang pick dito forgot pick dvd dito go back,go back hous pick dvd bapang pick dito forgot pick dvd dito go back,neutral
holi exhaust rest go see wolverin later,holi exhaust,negative
cant anyth,cant anyth,neutral
that charmingli funni,at charmingli fun,positive
still miss husband realli want home,still miss husband,negative
busi pleasur keep eye anyth miss moondog concert tomorrow night,miss,negative
actual meant motorbik much tour commut possibl min roundtrip kinda like tour,actual meant motorbik much tour commut possibl min roundtrip kinda like tour,neutral
morn twitterbug noth like loooooooooong lie,morn twitterbug noth like loooooooooong lie,positive
could bare sleep last night ugh anyway good luck final everybodi rush test lol,could bare sleep last night ugh anyway good luck final everybodi rush test lol,neutral
_cordon lol split second peac truli amaz,split second peac truli amaz,positive
compar horror stori mate lol,compar horror stori mate lol,neutral
